Specimen	status	bam_file_name	gnos_metadata_url
NORMAL	OK	5c944c6a54ce756717f61a7cf3b86044.bam	https://gtrepo-bsc.annailabs.com/cghub/metadata/analysisFull/f6d6fb42-afab-46ca-b654-f30cc0155f57
NORMAL	OK	5e608f0b664187403393eff07f736f5b.bam	https://gtrepo-bsc.annailabs.com/cghub/metadata/analysisFull/4421cdcc-1cdc-4b7c-b68b-8cda65a3f93e
NORMAL	OK	5e6dd7316fb69b8565ca9df3fe0349d4.bam	https://gtrepo-ebi.annailabs.com/cghub/metadata/analysisFull/e6d4bfbd-3990-4fc6-ab5c-a4e06a1b2890
NORMAL	OK	60fffaa8b037b480f8e1bbf690fe2212.bam	https://gtrepo-bsc.annailabs.com/cghub/metadata/analysisFull/f97c6322-9fcc-4987-b97e-8983f9231cb8
NORMAL	OK	610a5396ab2df36ea7490b3733bd2cbb.bam	https://gtrepo-bsc.annailabs.com/cghub/metadata/analysisFull/b8e821ce-bfd1-487c-8d44-7180b3c952fd
NORMAL	OK	670a86c57dc13f63d281b285e4b75b4d.bam	https://gtrepo-bsc.annailabs.com/cghub/metadata/analysisFull/99726e08-a060-4398-aedc-bf642e64008e
NORMAL	OK	67cee1198040195bb2cc0738f214b681.bam	https://gtrepo-ebi.annailabs.com/cghub/metadata/analysisFull/555fe7f2-029b-47b0-8aa6-30a594da3d9a
NORMAL	OK	6a2053d89c7e016b5eb3728bff5eb258.bam	https://gtrepo-ebi.annailabs.com/cghub/metadata/analysisFull/5c2e205f-be1c-4788-8901-a0c40a9cc203
NORMAL	OK	6bfa74b5b427608862dfd102f5a6e58d.bam	https://gtrepo-bsc.annailabs.com/cghub/metadata/analysisFull/0750664e-9cd1-47c2-bf87-730c43674217
NORMAL	OK	6f8cf9b601d10e9bd82517f923f05e50.bam	https://gtrepo-bsc.annailabs.com/cghub/metadata/analysisFull/629a77c6-1b60-4e37-8cea-031ff1242517
NORMAL	OK	74078132182879c8e372b365103797f1.bam	https://gtrepo-ebi.annailabs.com/cghub/metadata/analysisFull/73563b54-2012-42c7-b249-eca480d20ac3
NORMAL	OK	74c9f56cd9b5b3454760e4507496e755.bam	https://gtrepo-bsc.annailabs.com/cghub/metadata/analysisFull/b58a201d-3c1c-4511-9b26-73a5d8b75665
NORMAL	OK	857f3099102c15cca519c325dae6240d.bam	https://gtrepo-bsc.annailabs.com/cghub/metadata/analysisFull/e078528d-4f6e-4a4e-ba68-8983156bc987
NORMAL	OK	8598cce84ebc6a7e3a8ebd1dd802d63a.bam	https://gtrepo-bsc.annailabs.com/cghub/metadata/analysisFull/9d8ce47e-7fe4-47a0-8acc-9998907ab95c
NORMAL	OK	85c8290aa69210e7b1d244b85c8dd64e.bam	https://gtrepo-ebi.annailabs.com/cghub/metadata/analysisFull/6e575a3b-86bd-46a8-a3ee-ae0878764178
NORMAL	OK	85df9b8f54db020e20317e55e30a4b30.bam	https://gtrepo-bsc.annailabs.com/cghub/metadata/analysisFull/199b3a6f-a45e-4339-a3b3-79616a4a1c03
NORMAL	OK	868c84daeea41793c32761baab9848ff.bam	https://gtrepo-bsc.annailabs.com/cghub/metadata/analysisFull/7aebb1e0-6ea8-44b6-b979-aa96265d70bc
NORMAL	OK	86b75ef45eddbeaa811933b0403dd5b2.bam	https://gtrepo-bsc.annailabs.com/cghub/metadata/analysisFull/549f35e7-e785-4b7c-80c7-758d9d655205
NORMAL	OK	8e40952aebdffa4db79c6694d3d0bd34.bam	https://gtrepo-bsc.annailabs.com/cghub/metadata/analysisFull/eb03efe2-76d9-4d02-b583-4d397bfd4643
NORMAL	OK	8f461297ccfbdd7ce6dc468b3b3ed6a7.bam	https://gtrepo-bsc.annailabs.com/cghub/metadata/analysisFull/4e04d680-da1d-497f-988a-69508642b617
NORMAL	OK	91822e8cf04987cdbc89ad9f88c00d57.bam	https://gtrepo-ebi.annailabs.com/cghub/metadata/analysisFull/eccbe671-1037-4648-8604-263b5c90b61d
NORMAL	OK	91c48557f40e5442961323ba84fac2c5.bam	https://gtrepo-bsc.annailabs.com/cghub/metadata/analysisFull/bac9ffc4-c217-43b2-a1a8-a80c9415d2ac
NORMAL	OK	92a851f8eaa9edd5750f7605460eca16.bam	https://gtrepo-bsc.annailabs.com/cghub/metadata/analysisFull/e6002822-7f48-40e8-8ce9-88fb6030f6d0
NORMAL	OK	92fbec94284807bf60fc0dd9ca45c4d1.bam	https://gtrepo-bsc.annailabs.com/cghub/metadata/analysisFull/948135a7-7abb-488e-b5ef-89cc5203e849
NORMAL	OK	9348a162d6c1a6bb1b473dae55c75d4c.bam	https://gtrepo-bsc.annailabs.com/cghub/metadata/analysisFull/1bdc5173-322d-404d-9a03-89e6e11ca008
NORMAL	OK	9764d6e93fd5a38ebc35263ef88f3f67.bam	https://gtrepo-bsc.annailabs.com/cghub/metadata/analysisFull/29e4cff3-93ad-4cd0-8d17-22d86564d6b2
NORMAL	OK	a40dad230bc663b1f6e261d176c7ee32.bam	https://gtrepo-bsc.annailabs.com/cghub/metadata/analysisFull/4406bad5-4dfe-4212-bf67-ef03bbfeffe4
NORMAL	OK	a7a2c895af68c5736d8abb49dc7313e7.bam	https://gtrepo-ebi.annailabs.com/cghub/metadata/analysisFull/90f6477d-f246-4fcf-bda2-346b636f9c06
NORMAL	OK	a93e5e3cf822aed9dcf4360b545621e8.bam	https://gtrepo-bsc.annailabs.com/cghub/metadata/analysisFull/c8ebac3d-6802-462b-a26b-637fe3aa3a9a
NORMAL	OK	ab3c08eafbabda9ebc1ed4b536e894b3.bam	https://gtrepo-bsc.annailabs.com/cghub/metadata/analysisFull/cc0a8a9c-7024-46e1-a2df-aac185209697
NORMAL	OK	ac33ec0a2a503f7589d2cce9428a4b46.bam	https://gtrepo-bsc.annailabs.com/cghub/metadata/analysisFull/908e7b7f-2453-499b-bc1b-234e805a80c6
NORMAL	OK	ad33c561c15b7af26a9cdbd945adc273.bam	https://gtrepo-ebi.annailabs.com/cghub/metadata/analysisFull/8ee3278a-d9d7-4d02-bd87-5a7f55365260
NORMAL	OK	ae81abfb92eadf8156af0511d9e2c1f0.bam	https://gtrepo-bsc.annailabs.com/cghub/metadata/analysisFull/d7d23604-8e5b-4358-9f12-53bbe0287621
NORMAL	OK	b2b3bc373a2835d5a130dc5e50c3749a.bam	https://gtrepo-ebi.annailabs.com/cghub/metadata/analysisFull/a1dfaec1-cc4c-49f2-a052-51bc220cfb41
NORMAL	OK	b6b1543558f27791a16d681a5ae21940.bam	https://gtrepo-ebi.annailabs.com/cghub/metadata/analysisFull/f4996258-8a7b-4091-9991-61fbd58e93a0
NORMAL	OK	b81de293691fe2b55a13a9bc72fb77c9.bam	https://gtrepo-bsc.annailabs.com/cghub/metadata/analysisFull/82cd3972-6632-4f33-981f-99d657053551
NORMAL	OK	bac16ed9e253a5df8200fd6973ad197c.bam	https://gtrepo-bsc.annailabs.com/cghub/metadata/analysisFull/2f38fab1-06b2-40d7-a2c2-ea3eb3389903
NORMAL	OK	bb333ba800836cecb5cae21f92481d1c.bam	https://gtrepo-bsc.annailabs.com/cghub/metadata/analysisFull/3afbc958-e179-4189-9a26-b3837f5d5a93
NORMAL	OK	bda62ec4751df6c7d09270377d6f39e3.bam	https://gtrepo-bsc.annailabs.com/cghub/metadata/analysisFull/a2f5530e-68ac-4935-8ee4-833fa09e4913
NORMAL	OK	c1e38ed97501041d0e238defb5e53c79.bam	https://gtrepo-bsc.annailabs.com/cghub/metadata/analysisFull/a23ccb74-ef1c-4134-8397-35380e8e9e08
NORMAL	OK	c26b61ad608d146770b6abf8351a980a.bam	https://gtrepo-bsc.annailabs.com/cghub/metadata/analysisFull/415bdd88-8474-4e44-9888-d947a868db45
NORMAL	OK	c40f28624b7bb553ee7188915c83907d.bam	https://gtrepo-bsc.annailabs.com/cghub/metadata/analysisFull/4b9c0467-bc2b-4b16-a57a-8da61fc96156
NORMAL	OK	c4409ff03ef47fa22dac0c74d5429f5d.bam	https://gtrepo-bsc.annailabs.com/cghub/metadata/analysisFull/b07fd886-9b8c-44ee-8549-f875b5ed069c
NORMAL	OK	c5809ce42d09910878e7e2a60be7024f.bam	https://gtrepo-bsc.annailabs.com/cghub/metadata/analysisFull/ca87231f-cfdf-459c-bc20-8bc79ba3db19
NORMAL	OK	c908cd92d16d802f80292e52fd4fb1c7.bam	https://gtrepo-bsc.annailabs.com/cghub/metadata/analysisFull/4ea1acd0-84c3-438b-8f43-9d23cb622890
NORMAL	OK	caac977aefdf4065b28da2c31904531f.bam	https://gtrepo-ebi.annailabs.com/cghub/metadata/analysisFull/efc12cd3-7f02-4b34-937e-2501498521bd
NORMAL	OK	cd31d2688c6b0fe6674f9bb9293cc4ec.bam	https://gtrepo-bsc.annailabs.com/cghub/metadata/analysisFull/6a6214ce-6cae-4acf-85f7-5bf6534d37ce
NORMAL	OK	d3080e4ebe9276d8f7101af286eba233.bam	https://gtrepo-ebi.annailabs.com/cghub/metadata/analysisFull/1e75385d-1c1e-4a50-841f-3b2f5766159b
NORMAL	OK	d4ef5cdff5c63275ba7ea6deecb943db.bam	https://gtrepo-bsc.annailabs.com/cghub/metadata/analysisFull/6f134d5f-003d-4216-b96d-bc47702a5e94
NORMAL	OK	dd488be86f3463529775e7a2fb632f6d.bam	https://gtrepo-bsc.annailabs.com/cghub/metadata/analysisFull/6b996361-4db5-444f-bc12-aa2075d22331
NORMAL	OK	e280b8b3eea5198ccb79ec57f17b08a1.bam	https://gtrepo-bsc.annailabs.com/cghub/metadata/analysisFull/ce112541-b066-4c15-9b60-a586fdcacdc1
NORMAL	OK	ebda9276b95de961d9566de5c0df080d.bam	https://gtrepo-bsc.annailabs.com/cghub/metadata/analysisFull/a7da3429-6cf3-4cd4-b430-d8a7c69c4ecc
NORMAL	OK	f0ecdffb43ef13045b0262f878c56abf.bam	https://gtrepo-bsc.annailabs.com/cghub/metadata/analysisFull/aa223c15-4b97-4617-af92-09d5939863e3
NORMAL	OK	f1bd01b566d1ab661e9b4e91087485e5.bam	https://gtrepo-bsc.annailabs.com/cghub/metadata/analysisFull/5c3c2e48-c5e3-4e7f-9786-74db3d63a930
NORMAL	OK	f345c8ec597356c06d80766374117084.bam	https://gtrepo-bsc.annailabs.com/cghub/metadata/analysisFull/13456874-37ee-441a-8771-a1df7e409ac0
NORMAL	OK	f36e9788a505975b966b1e521c950dfd.bam	https://gtrepo-bsc.annailabs.com/cghub/metadata/analysisFull/6eafa27f-1145-4844-a189-28f94772c742
NORMAL	OK	f4c67563f92fc22d23ca5b164267f156.bam	https://gtrepo-bsc.annailabs.com/cghub/metadata/analysisFull/43d3d313-569b-4feb-a4af-7adc24d12849
NORMAL	OK	f5be92968f9f7fd65d2146c06f29779b.bam	https://gtrepo-ebi.annailabs.com/cghub/metadata/analysisFull/ef187b8d-c0cb-408e-ab79-06c77767f9ee
NORMAL	OK	f6abaa6b0c8bdb07ffc1e49d48202d40.bam	https://gtrepo-ebi.annailabs.com/cghub/metadata/analysisFull/3c3fdec4-ffd4-4928-acc7-87e4cd707b94
NORMAL	OK	f86245b83cda3ee1a83f40caafd6d8b4.bam	https://gtrepo-ebi.annailabs.com/cghub/metadata/analysisFull/48f2432b-4a59-43b5-a372-0addffbdf5ca
TUMOR	BROKEN	18b320f63f6c5dd2dd4e0c30c87a1ce9.bam	https://gtrepo-ebi.annailabs.com/cghub/metadata/analysisFull/e9c9e89d-0a90-4017-bdfd-84b4fb61c02b
TUMOR	BROKEN	260b4b3ac77878293b707483482c37ac.bam	https://gtrepo-ebi.annailabs.com/cghub/metadata/analysisFull/34489787-8b89-44ab-a513-5aefb62ccc07
TUMOR	BROKEN	abd09865a9fa40065ad10f6b5fe7215c.bam	https://gtrepo-ebi.annailabs.com/cghub/metadata/analysisFull/2a8fd12c-f719-45b6-bf37-75befa939e29
TUMOR	BROKEN	c614e7eeadb59ac88c51de2f91221148.bam	https://gtrepo-ebi.annailabs.com/cghub/metadata/analysisFull/1c126967-57bf-4896-b9b8-15f6a5c0135a
TUMOR	OK	006cdcd42d55e07a2fd1ad2d31dd1a87.bam	https://gtrepo-ebi.annailabs.com/cghub/metadata/analysisFull/2bbf1763-2401-44d2-98a7-478f5c95f371
TUMOR	OK	0337efea9b59b88f804ea384c356377c.bam	https://gtrepo-ebi.annailabs.com/cghub/metadata/analysisFull/f64ba1bf-0964-42e7-a877-f51d0ed65eea
TUMOR	OK	04a446c6a660694dafe43ccaf1db7162.bam	https://gtrepo-ebi.annailabs.com/cghub/metadata/analysisFull/0c74d3ea-1aa2-4e66-98d4-a12b38ee3665
TUMOR	OK	04ceb5f141916f7fc091a5e0aa51ada3.bam	https://gtrepo-ebi.annailabs.com/cghub/metadata/analysisFull/3c10f2ff-4458-4e54-9b0f-f0757de7b5eb
TUMOR	OK	06aa83c6bd0135a70071a8fb9fadcea3.bam	https://gtrepo-ebi.annailabs.com/cghub/metadata/analysisFull/0530bbac-422e-410c-b426-7d6c613acbb7
TUMOR	OK	08b5e10caa8aae97aa54fc4ad360fd44.bam	https://gtrepo-ebi.annailabs.com/cghub/metadata/analysisFull/4a8c59ac-32e0-4f9d-ba35-ae1bd256c0e1
TUMOR	OK	0a250b03103541ef9137514aa0ac5af0.bam	https://gtrepo-ebi.annailabs.com/cghub/metadata/analysisFull/7e40ac07-6e9a-47c6-81e9-31f2907e52df
TUMOR	OK	0cf20dcaf06c163d39c219395680c817.bam	https://gtrepo-ebi.annailabs.com/cghub/metadata/analysisFull/f7b5e1a9-f5c6-4ec6-9725-f0d2195c3721
TUMOR	OK	0d2e46185b6dc8be30492a81abc66147.bam	https://gtrepo-ebi.annailabs.com/cghub/metadata/analysisFull/1ecce870-cdb8-4a86-a5af-ece60eb9636e
TUMOR	OK	0d5b4eff9dc73d8869d2db08d2e3bb44.bam	https://gtrepo-ebi.annailabs.com/cghub/metadata/analysisFull/3b4a1233-7fad-4359-b371-36029f8e1f8d
TUMOR	OK	10e5754ff94f5da74a0d04bd57c744b0.bam	https://gtrepo-ebi.annailabs.com/cghub/metadata/analysisFull/4931c3f3-f672-4add-9007-34e6e3424f44
TUMOR	OK	14494d84b0b1d79b4ee27b5612a4bc1b.bam	https://gtrepo-ebi.annailabs.com/cghub/metadata/analysisFull/d3afe616-669d-4bff-bf35-5f559538e94d
TUMOR	OK	17d0164ba75254a66877eb430bef5ab3.bam	https://gtrepo-ebi.annailabs.com/cghub/metadata/analysisFull/c9c99cc0-4a5e-41e6-b33c-0b314a1e0d31
TUMOR	OK	1b680787b81a2fcba73705f933eaff7e.bam	https://gtrepo-ebi.annailabs.com/cghub/metadata/analysisFull/eb7fb116-8df1-472c-856b-34adb0f20e5f
TUMOR	OK	1bace76d975be5d2b1d6dc18856d29e1.bam	https://gtrepo-ebi.annailabs.com/cghub/metadata/analysisFull/e2a7e454-734d-4cf0-8a48-3d7d5cf1d4a0
TUMOR	OK	212c34bd65434db34e6dbed057956545.bam	https://gtrepo-ebi.annailabs.com/cghub/metadata/analysisFull/ddf189ed-3e35-49e9-be6f-9e035d8f01f8
TUMOR	OK	22678cebb6115f6e83feb242d90e39e0.bam	https://gtrepo-ebi.annailabs.com/cghub/metadata/analysisFull/6a7aded5-d62a-48d9-b72b-429389ce5418
TUMOR	OK	29a3f24332c88d064a5d658aad809003.bam	https://gtrepo-ebi.annailabs.com/cghub/metadata/analysisFull/8d2daad6-ad5a-4c1d-9e3b-e2b08b669e90
TUMOR	OK	2c0180436ed4e6909018a722255feb2d.bam	https://gtrepo-ebi.annailabs.com/cghub/metadata/analysisFull/136d60db-bd21-4fbc-9a28-59ea70c06f27
TUMOR	OK	2e854733660d3a0d141f77c5204a3cb6.bam	https://gtrepo-ebi.annailabs.com/cghub/metadata/analysisFull/3e5c2340-7eaa-4984-a1f0-75da3828fcd7
TUMOR	OK	2f5dfdb35d764ef1cbc04dd24efc12c3.bam	https://gtrepo-ebi.annailabs.com/cghub/metadata/analysisFull/0ffc653d-1555-4cf4-ac0a-fe05ce0cbe7f
TUMOR	OK	2fc8147dda3413c420334a3e396fdd21.bam	https://gtrepo-ebi.annailabs.com/cghub/metadata/analysisFull/92570870-bc3b-40c0-ab5f-25121d126a39
TUMOR	OK	2fc9508f5c225ae651c5a7fe930f056a.bam	https://gtrepo-ebi.annailabs.com/cghub/metadata/analysisFull/0b29b6eb-8e48-400d-883e-3361ddf378b8
TUMOR	OK	3272dbc31566b8d6a5c8a336310227ef.bam	https://gtrepo-ebi.annailabs.com/cghub/metadata/analysisFull/c0ccc76c-efcb-4577-9f94-ba8edd3714e0
TUMOR	OK	34f750e775facce4468828b9f3a94a54.bam	https://gtrepo-ebi.annailabs.com/cghub/metadata/analysisFull/cb13a59c-7c77-4d39-aab1-a9fe6ce9a923
TUMOR	OK	3756a5bb0047504a87838271674b6424.bam	https://gtrepo-ebi.annailabs.com/cghub/metadata/analysisFull/3b2095fa-ca4c-4938-95e3-2628447682fb
TUMOR	OK	38ee0240debcdd0e2f5c8ec65f146af3.bam	https://gtrepo-ebi.annailabs.com/cghub/metadata/analysisFull/77dca527-7599-44a8-bee2-3add4d406e7b
TUMOR	OK	39568c38b7848877cc7cd29f699320af.bam	https://gtrepo-ebi.annailabs.com/cghub/metadata/analysisFull/c375d937-79f8-4c56-a3bc-844f7bc668a7
TUMOR	OK	3c54785645c4b1e1c9d334e9da4dff78.bam	https://gtrepo-ebi.annailabs.com/cghub/metadata/analysisFull/27cd3cee-d7ab-4a30-aa5e-bc6b45c0da4a
TUMOR	OK	4694a3dd2c9a2daa40ccf3b8d9abbc21.bam	https://gtrepo-ebi.annailabs.com/cghub/metadata/analysisFull/0f4334eb-8837-4992-9558-9df26f909dbc
TUMOR	OK	47c410af32ae57b1681ecf42dabb69fe.bam	https://gtrepo-ebi.annailabs.com/cghub/metadata/analysisFull/b0abcbc5-2348-49a7-a26d-9f9c4c3c446c
TUMOR	OK	492caa55c486aaf5c37fea1221c1c95f.bam	https://gtrepo-ebi.annailabs.com/cghub/metadata/analysisFull/dea58956-b336-4b04-9bf4-84b6360ba036
TUMOR	OK	4ec65eb85b93fe1e7aaaec76908c4e2b.bam	https://gtrepo-ebi.annailabs.com/cghub/metadata/analysisFull/d63399ca-83bd-41c7-8c7b-03ce82b9e3e7
TUMOR	OK	4ed4ba11e770408b47b2a18e37ab43fc.bam	https://gtrepo-ebi.annailabs.com/cghub/metadata/analysisFull/2167d627-7d28-41a1-b413-4c86a9ac2147
TUMOR	OK	4f669416867d09bcccb0f6ad44e579b3.bam	https://gtrepo-ebi.annailabs.com/cghub/metadata/analysisFull/d208ad7d-a9b0-49f0-b71d-a52106fa05d4
TUMOR	OK	507fe214d41a761fe62c5efa61991cd4.bam	https://gtrepo-ebi.annailabs.com/cghub/metadata/analysisFull/93f1885d-c007-45ea-b48e-dc0b3eace705
TUMOR	OK	513bbeece195b52f92097da6e8b83439.bam	https://gtrepo-ebi.annailabs.com/cghub/metadata/analysisFull/d5f94e27-09d5-4f7b-b36f-9e92ee2f59ce
TUMOR	OK	5144479cf56f153995bc1b4f4005d181.bam	https://gtrepo-ebi.annailabs.com/cghub/metadata/analysisFull/0c46aece-e99f-4206-b08e-fe33406dd270
TUMOR	OK	52e9c65df5950efde5a03d89ecfbbe0a.bam	https://gtrepo-ebi.annailabs.com/cghub/metadata/analysisFull/e7d24939-d63e-46a8-a84e-721790f4b6d4
TUMOR	OK	5818499818533772c63f1c0e94767950.bam	https://gtrepo-ebi.annailabs.com/cghub/metadata/analysisFull/1cd88365-45fb-47a5-a662-0a1056a192c5
TUMOR	OK	5b3bc69f8060efc4c44e13bcd1643365.bam	https://gtrepo-ebi.annailabs.com/cghub/metadata/analysisFull/cd456753-a059-4d99-9457-c2c6544a345b
TUMOR	OK	5bf4af94766a4eccee938ecfe433f40d.bam	https://gtrepo-ebi.annailabs.com/cghub/metadata/analysisFull/7867d1aa-c1b4-41fc-9ff1-c45467ce0ad9
TUMOR	OK	5d003d442dbaf291b70d2d8a85db9670.bam	https://gtrepo-ebi.annailabs.com/cghub/metadata/analysisFull/ab3fd6b0-23a5-45ec-b0c3-7269d09d72a9
